task;model;accuracy;f1_macro;run_timestamp;use_title;total_ticket;noise_config
priorità;LinearSVM;0,8645833333333334;0,8702994383232715;2025-12-28 14:12:22;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,7604166666666666;0,7661068138188069;2025-12-28 14:12:22;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LogisticRegression;0,9583333333333334;0,9495238095238095;2025-12-28 14:13:13;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LinearSVM;0,9479166666666666;0,9383454531237782;2025-12-28 14:13:13;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;Naive Bayes;0,9583333333333334;0,9567274316715091;2025-12-28 14:13:13;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LogisticRegression;0,7916666666666666;0,7914028725387752;2025-12-28 14:13:13;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LinearSVM;0,8020833333333334;0,8024164889836531;2025-12-28 14:13:13;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,65625;0,6547976660428102;2025-12-28 14:13:13;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LogisticRegression;0,9375;0,9283635906251311;2025-12-28 14:14:08;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LinearSVM;0,96875;0,9633977337572349;2025-12-28 14:14:08;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;Naive Bayes;0,8854166666666666;0,879368396609776;2025-12-28 14:14:08;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LogisticRegression;0,8125;0,8289431766737647;2025-12-28 14:14:08;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LinearSVM;0,78125;0,8063175957912799;2025-12-28 14:14:08;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,78125;0,7938645716423495;2025-12-28 14:14:08;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LogisticRegression;0,96875;0,9682067108915707;2025-12-28 14:15:05;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LinearSVM;0,9791666666666666;0,9778751216798777;2025-12-28 14:15:05;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;Naive Bayes;0,9583333333333334;0,9570638409608755;2025-12-28 14:15:05;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LogisticRegression;0,7395833333333334;0,7557079676124379;2025-12-28 14:15:05;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LinearSVM;0,7604166666666666;0,7804732254047323;2025-12-28 14:15:05;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,71875;0,7274981260450902;2025-12-28 14:15:05;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LogisticRegression;0,9791666666666666;0,9746168582375478;2025-12-28 14:15:58;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LinearSVM;0,9895833333333334;0,9873493256951903;2025-12-28 14:15:58;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;Naive Bayes;0,96875;0,9617742517129463;2025-12-28 14:15:58;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LogisticRegression;0,7395833333333334;0,7403617216117215;2025-12-28 14:15:58;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LinearSVM;0,8020833333333334;0,7987498405408853;2025-12-28 14:15:58;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,6458333333333334;0,6483197430195206;2025-12-28 14:15:58;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LogisticRegression;0,9479166666666666;0,9410403325469048;2025-12-28 14:16:54;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LinearSVM;0,96875;0,9647266762099176;2025-12-28 14:16:54;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;Naive Bayes;0,9270833333333334;0,9195628602408265;2025-12-28 14:16:54;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LogisticRegression;0,7708333333333334;0,7752976190476191;2025-12-28 14:16:54;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LinearSVM;0,8229166666666666;0,8250134192163178;2025-12-28 14:16:54;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,6875;0,6898989898989899;2025-12-28 14:16:54;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LogisticRegression;0,9989583333333333;0,9990360497318008;2025-12-28 14:18:07;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LinearSVM;0,996875;0,9966820987654321;2025-12-28 14:18:07;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;Naive Bayes;0,909375;0,9086495737552686;2025-12-28 14:18:07;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LogisticRegression;0,9510416666666667;0,9520668766179816;2025-12-28 14:18:07;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LinearSVM;0,965625;0,9658750460583265;2025-12-28 14:18:07;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,8635416666666667;0,8634141180024892;2025-12-28 14:18:07;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LogisticRegression;0,9979166666666667;0,997761341913794;2025-12-28 14:19:06;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LinearSVM;1,0;1,0;2025-12-28 14:19:06;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;Naive Bayes;0,9239583333333333;0,9204500590022667;2025-12-28 14:19:06;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LogisticRegression;0,9375;0,9408120190976552;2025-12-28 14:19:06;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LinearSVM;0,9645833333333333;0,9664966739536021;2025-12-28 14:19:06;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,84375;0,8454780548351084;2025-12-28 14:19:06;False;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LogisticRegression;0,996875;0,9964866242216078;2025-12-28 14:20:30;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LinearSVM;0,9989583333333333;0,9987272891620718;2025-12-28 14:20:30;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;Naive Bayes;0,946875;0,9437231160160242;2025-12-28 14:20:30;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LogisticRegression;0,903125;0,9051230617208569;2025-12-28 14:20:30;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LinearSVM;0,9208333333333333;0,9226072116370791;2025-12-28 14:20:30;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,8135416666666667;0,8161394512576057;2025-12-28 14:20:30;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LogisticRegression;0,9947916666666666;0,9947552849090155;2025-12-28 14:21:41;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LinearSVM;0,9989583333333333;0,9987272891620718;2025-12-28 14:21:41;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;Naive Bayes;0,959375;0,9588177687015533;2025-12-28 14:21:41;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LogisticRegression;0,8958333333333334;0,8973814077622175;2025-12-28 14:21:41;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LinearSVM;0,909375;0,9108027399835333;2025-12-28 14:21:41;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,7947916666666667;0,7968025891654459;2025-12-28 14:21:41;True;4800;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LogisticRegression;0,9479166666666666;0,937719083720551;2025-12-28 14:25:28;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LinearSVM;0,9791666666666666;0,9746168582375478;2025-12-28 14:25:28;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;Naive Bayes;0,9166666666666666;0,9079036905123861;2025-12-28 14:25:28;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LogisticRegression;0,7291666666666666;0,7355908289241623;2025-12-28 14:25:28;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LinearSVM;0,7916666666666666;0,8013711639282416;2025-12-28 14:25:28;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,6666666666666666;0,6798960828175679;2025-12-28 14:25:28;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LogisticRegression;0,9479166666666666;0,937719083720551;2025-12-28 14:27:02;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;LinearSVM;0,9791666666666666;0,9746168582375478;2025-12-28 14:27:02;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
categoria;Naive Bayes;0,9166666666666666;0,9079036905123861;2025-12-28 14:27:02;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LogisticRegression;0,7291666666666666;0,7355908289241623;2025-12-28 14:27:02;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;LinearSVM;0,7916666666666666;0,8013711639282416;2025-12-28 14:27:02;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
priorità;Naive Bayes;0,6666666666666666;0,6798960828175679;2025-12-28 14:27:02;True;480;"{""typo_probability"": 0,05, ""abbreviation_probability"": 0,3, ""language_mixing_probability"": 0,25, ""extra_noise_probability"": 0,25, ""contamination_probability_category"": 0,45, ""contamination_probability_priority"": 0,2}"
